filename,width,height,class,xmin,ymin,xmax,ymax
gree tree frog 1394.jpg,224,224,greentreefrog,38,33,216,175
"CaneToad1,291.jpg",256,256,CaneToad,19,10,214,256
1747.jpg,224,224,bluemoubtauinstreefrog,6,10,208,211
RedCrownedToadlet637.jpg,224,224,RedCrownedToadlet,51,45,193,135
"CaneToad1,285.jpg",256,256,CaneToad,73,61,219,215
GoldenPoisonDartFrog285.jpg,224,224,GoldenPoisonDartFrog,73,25,190,167
corroboree frog 915.jpg,224,224,corroboreefrog,41,31,200,195
GBF648.jpg,224,224,GreatBarred,52,50,161,192
GBF890.jpg,224,224,GreatBarred,61,45,188,187
GGBF656.jpg,224,224,GreenAndGoldenBellFrog,80,141,184,223
corroboree frog 1041.jpg,224,224,corroboreefrog,41,36,189,179
1021.jpg,224,224,bluemoubtauinstreefrog,21,6,170,221
GBF660.jpg,224,224,GreatBarred,102,131,151,203
VietnameseMossy390.jpg,224,224,VietnameseMossy,61,52,147,163
RedEyed727.jpg,224,224,RedEyed,28,83,174,181
1009.jpg,224,224,bluemoubtauinstreefrog,122,120,182,189
procVietnameseMossy899.jpg,224,224,VietnameseMossy,40,11,166,198
BluePoisonDartFrog1223.jpg,224,224,BluePoisonDartFrog,51,14,160,167
BluePoisonDartFrog1237.jpg,224,224,BluePoisonDartFrog,18,65,132,198
corroboree frog 929.jpg,224,224,corroboreefrog,20,41,189,185
RedEyed733.jpg,224,224,RedEyed,35,7,196,209
589.jpg,224,224,bluemoubtauinstreefrog,39,49,166,202
GBF674.jpg,224,224,GreatBarred,22,19,172,176
VietnameseMossy384.jpg,224,224,VietnameseMossy,26,82,204,167
gree tree frog 570.jpg,224,224,greentreefrog,29,28,215,189
GBF847.jpg,224,224,GreatBarred,35,20,201,180
GoldenPoisonDartFrog534.jpg,224,224,GoldenPoisonDartFrog,63,22,181,198
corroboree frog 1096.jpg,224,224,corroboreefrog,58,57,128,162
gree tree frog 1431.jpg,224,224,greentreefrog,37,48,191,195
GGBF859.jpg,224,224,GreenAndGoldenBellFrog,50,32,192,215
562.jpg,224,224,bluemoubtauinstreefrog,38,4,142,217
RedEyed900.jpg,224,224,RedEyed,10,35,212,212
GGBF681.jpg,224,224,GreenAndGoldenBellFrog,4,3,216,208
1948.jpg,224,224,bluemoubtauinstreefrog,32,23,202,224
RedCrownedToadlet838.jpg,224,224,RedCrownedToadlet,45,70,164,181
"CaneToad1,252.jpg",224,224,CaneToad,7,2,194,145
204.jpg,224,224,bluemoubtauinstreefrog,15,37,205,166
gree tree frog 1357.jpg,224,224,greentreefrog,25,81,161,132
GoldenPoisonDartFrog252.jpg,224,224,GoldenPoisonDartFrog,34,65,152,189
VietnameseMossy409.jpg,224,224,VietnameseMossy,5,21,203,206
gree tree frog 216.jpg,224,224,greentreefrog,21,39,151,192
GoldenPoisonDartFrog246.jpg,224,224,GoldenPoisonDartFrog,11,24,224,211
gree tree frog 202.jpg,224,224,greentreefrog,10,25,183,218
"CaneToad1,246.jpg",224,224,CaneToad,52,14,185,191
210.jpg,224,224,bluemoubtauinstreefrog,29,35,211,169
corroboree frog 1082.jpg,224,224,corroboreefrog,67,28,175,203
576.jpg,224,224,bluemoubtauinstreefrog,52,114,96,151
"CaneToad1,520.jpg",224,224,CaneToad,3,14,219,210
GGBF695.jpg,224,224,GreenAndGoldenBellFrog,43,56,196,222
GBF853.jpg,224,224,GreatBarred,31,65,170,202
GoldenPoisonDartFrog520.jpg,224,224,GoldenPoisonDartFrog,45,39,183,188
BluePoisonDartFrog600.jpg,224,224,BluePoisonDartFrog,32,38,158,191
GGBF865.jpg,224,224,GreenAndGoldenBellFrog,96,36,179,202
"CaneToad1,508.jpg",224,224,CaneToad,49,8,181,197
VietnameseMossy353.jpg,224,224,VietnameseMossy,40,9,182,223
GoldenPoisonDartFrog508.jpg,224,224,GoldenPoisonDartFrog,20,26,199,186
VietnameseMossy435.jpg,224,224,VietnameseMossy,51,64,183,196
corroboree frog 726.jpg,224,224,corroboreefrog,1,15,224,154
RedCrownedToadlet804.jpg,224,224,RedCrownedToadlet,31,46,211,174
1974.jpg,224,224,bluemoubtauinstreefrog,23,10,213,223
238.jpg,224,224,bluemoubtauinstreefrog,20,32,178,209
RedCrownedToadlet810.jpg,224,224,RedCrownedToadlet,59,30,208,183
VietnameseMossy421.jpg,224,224,VietnameseMossy,63,68,223,170
corroboree frog 732.jpg,224,224,corroboreefrog,61,9,183,220
VietnameseMossy347.jpg,224,224,VietnameseMossy,12,68,208,156
GGBF871.jpg,224,224,GreenAndGoldenBellFrog,60,99,158,176
RedEyed928.jpg,224,224,RedEyed,33,52,209,196
1141.jpg,224,224,bluemoubtauinstreefrog,25,37,165,180
GGBF736.jpg,224,224,GreenAndGoldenBellFrog,29,86,136,149
"CaneToad1,483.jpg",224,224,CaneToad,4,1,162,186
GBF728.jpg,224,224,GreatBarred,9,35,224,197
GoldenPoisonDartFrog483.jpg,224,224,GoldenPoisonDartFrog,72,11,199,202
corroboree frog 875.jpg,224,224,corroboreefrog,9,25,174,160
corroboree frog 1647.jpg,224,224,corroboreefrog,83,29,175,201
RedCrownedToadlet757.jpg,224,224,RedCrownedToadlet,90,65,144,140
corroboree frog 1653.jpg,224,224,corroboreefrog,13,32,138,138
RedCrownedToadlet743.jpg,224,224,RedCrownedToadlet,75,17,177,170
corroboree frog 861.jpg,224,224,corroboreefrog,34,41,203,171
BluePoisonDartFrog1419.jpg,224,224,BluePoisonDartFrog,55,29,184,187
GoldenPoisonDartFrog497.jpg,224,224,GoldenPoisonDartFrog,75,58,152,164
1155.jpg,224,224,bluemoubtauinstreefrog,28,29,185,218
gree tree frog 1592.jpg,224,224,greentreefrog,67,68,147,133
gree tree frog 1592.jpg,224,224,greentreefrog,62,15,123,78
GGBF722.jpg,224,224,GreenAndGoldenBellFrog,68,39,160,163
"CaneToad1,497.jpg",224,224,CaneToad,67,37,175,151
BluePoisonDartFrog947.jpg,224,224,BluePoisonDartFrog,27,51,114,167
BluePoisonDartFrog947.jpg,224,224,BluePoisonDartFrog,110,46,210,163
BluePoisonDartFrog1431.jpg,224,224,BluePoisonDartFrog,42,54,187,171
GBF714.jpg,224,224,GreatBarred,72,50,192,202
RedEyed653.jpg,224,224,RedEyed,21,16,199,191
corroboree frog 849.jpg,224,224,corroboreefrog,63,82,202,201
BluePoisonDartFrog1357.jpg,224,224,BluePoisonDartFrog,17,38,96,159
VietnameseMossy582.jpg,224,224,VietnameseMossy,62,95,148,164
gree tree frog 389.jpg,224,224,greentreefrog,2,62,204,210
BluePoisonDartFrog1343.jpg,224,224,BluePoisonDartFrog,89,53,181,190
VietnameseMossy596.jpg,224,224,VietnameseMossy,2,59,220,215
1169.jpg,224,224,bluemoubtauinstreefrog,19,8,224,220
RedEyed647.jpg,224,224,RedEyed,18,15,164,200
corroboree frog 1109.jpg,224,224,corroboreefrog,37,7,194,167
BluePoisonDartFrog953.jpg,224,224,BluePoisonDartFrog,78,39,208,170
BluePoisonDartFrog1425.jpg,224,224,BluePoisonDartFrog,56,50,148,197
GBF700.jpg,224,224,GreatBarred,23,29,218,194
GoldenPoisonDartFrog440.jpg,224,224,GoldenPoisonDartFrog,37,46,179,196
BluePoisonDartFrog760.jpg,224,224,BluePoisonDartFrog,28,1,202,181
GBF933.jpg,224,224,GreatBarred,2,3,224,219
"procVietnameseMossy1,015.jpg",224,224,VietnameseMossy,66,60,216,220
RedEyed874.jpg,224,224,RedEyed,35,96,212,187
"CaneToad1,440.jpg",224,224,CaneToad,17,1,152,222
416.jpg,224,224,bluemoubtauinstreefrog,53,39,174,177
1182.jpg,224,224,bluemoubtauinstreefrog,4,1,224,221
gree tree frog 1545.jpg,224,224,greentreefrog,134,130,224,192
corroboree frog 1684.jpg,224,224,corroboreefrog,19,72,188,192
370.jpg,224,224,bluemoubtauinstreefrog,10,21,196,211
RedCrownedToadlet794.jpg,224,224,RedCrownedToadlet,111,60,224,149
RedCrownedToadlet794.jpg,224,224,RedCrownedToadlet,4,70,121,158
"CaneToad1,326.jpg",256,256,CaneToad,30,70,225,225
procVietnameseMossy912.jpg,224,224,VietnameseMossy,12,13,216,210
gree tree frog 362.jpg,224,224,greentreefrog,2,3,218,217
GoldenPoisonDartFrog326.jpg,224,224,GoldenPoisonDartFrog,43,53,192,187
procVietnameseMossy906.jpg,224,224,VietnameseMossy,1,4,194,201
VietnameseMossy569.jpg,224,224,VietnameseMossy,29,28,219,214
GoldenPoisonDartFrog332.jpg,224,224,GoldenPoisonDartFrog,30,10,157,192
corroboree frog 1690.jpg,224,224,corroboreefrog,52,48,199,155
gree tree frog 1237.jpg,224,224,greentreefrog,9,32,224,210
364.jpg,224,224,bluemoubtauinstreefrog,60,20,199,211
RedCrownedToadlet780.jpg,224,224,RedCrownedToadlet,68,60,170,203
corroboree frog 1848.jpg,224,224,corroboreefrog,26,65,135,163
"CaneToad1,332.jpg",256,256,CaneToad,4,15,256,256
RedCrownedToadlet958.jpg,224,224,RedCrownedToadlet,4,83,202,198
"CaneToad1,454.jpg",224,224,CaneToad,60,54,160,189
RedEyed860.jpg,224,224,RedEyed,49,31,166,149
GGBF939.jpg,224,224,GreenAndGoldenBellFrog,79,37,182,142
1196.jpg,224,224,bluemoubtauinstreefrog,31,36,200,184
402.jpg,224,224,bluemoubtauinstreefrog,53,32,196,169
GoldenPoisonDartFrog454.jpg,224,224,GoldenPoisonDartFrog,59,79,175,189
GBF927.jpg,224,224,GreatBarred,44,40,166,181
"procVietnameseMossy1,001.jpg",224,224,VietnameseMossy,42,31,163,162
gree tree frog 410.jpg,224,224,greentreefrog,59,29,224,167
RedEyed848.jpg,224,224,RedEyed,41,34,177,189
GGBF911.jpg,224,224,GreenAndGoldenBellFrog,62,36,177,203
RedEyed690.jpg,224,224,RedEyed,115,102,195,182
VietnameseMossy227.jpg,224,224,VietnameseMossy,21,57,205,216
BluePoisonDartFrog984.jpg,224,224,BluePoisonDartFrog,76,69,141,144
BluePoisonDartFrog984.jpg,224,224,BluePoisonDartFrog,8,15,69,96
corroboree frog 652.jpg,224,224,corroboreefrog,32,32,176,170
BluePoisonDartFrog1394.jpg,224,224,BluePoisonDartFrog,40,35,206,212
VietnameseMossy541.jpg,224,224,VietnameseMossy,46,35,188,167
RedCrownedToadlet970.jpg,224,224,RedCrownedToadlet,41,81,132,158
1800.jpg,224,224,bluemoubtauinstreefrog,31,68,182,192
RedCrownedToadlet964.jpg,224,224,RedCrownedToadlet,52,48,163,159
1814.jpg,224,224,bluemoubtauinstreefrog,69,14,162,169
corroboree frog 646.jpg,224,224,corroboreefrog,49,45,193,195
BluePoisonDartFrog1380.jpg,224,224,BluePoisonDartFrog,18,65,173,174
VietnameseMossy555.jpg,224,224,VietnameseMossy,35,14,189,223
BluePoisonDartFrog748.jpg,224,224,BluePoisonDartFrog,10,48,92,122
BluePoisonDartFrog748.jpg,224,224,BluePoisonDartFrog,88,43,153,120
BluePoisonDartFrog748.jpg,224,224,BluePoisonDartFrog,132,89,204,188
GoldenPoisonDartFrog468.jpg,224,224,GoldenPoisonDartFrog,23,49,147,212
VietnameseMossy233.jpg,224,224,VietnameseMossy,129,116,214,140
BluePoisonDartFrog990.jpg,224,224,BluePoisonDartFrog,22,36,129,181
"CaneToad1,468.jpg",224,224,CaneToad,41,30,180,194
GGBF905.jpg,224,224,GreenAndGoldenBellFrog,181,8,220,94
RedEyed684.jpg,224,224,RedEyed,30,25,194,200
RedCrownedToadlet555.jpg,224,224,RedCrownedToadlet,75,141,135,191
1425.jpg,224,224,bluemoubtauinstreefrog,70,55,186,199
"CaneToad2,024.jpg",224,224,CaneToad,40,23,219,196
GGBF252.jpg,224,224,GreenAndGoldenBellFrog,60,60,197,156
BluePoisonDartFrog1169.jpg,224,224,BluePoisonDartFrog,73,65,158,201
GoldenPoisonDartFrog681.jpg,224,224,GoldenPoisonDartFrog,1,13,175,180
GoldenPoisonDartFrog859.jpg,224,224,GoldenPoisonDartFrog,25,36,196,212
"CaneToad1,681.jpg",256,256,CaneToad,12,53,256,215
GGBF534.jpg,224,224,GreenAndGoldenBellFrog,17,45,200,191
gree tree frog 1784.jpg,224,224,greentreefrog,16,15,193,177
"CaneToad1,859.jpg",224,224,CaneToad,93,30,159,87
RedCrownedToadlet233.jpg,224,224,RedCrownedToadlet,22,1,138,205
1343.jpg,224,224,bluemoubtauinstreefrog,3,1,220,221
"CaneToad1,695.jpg",256,256,CaneToad,6,18,243,233
GGBF520.jpg,224,224,GreenAndGoldenBellFrog,82,43,207,203
gree tree frog 1790.jpg,224,224,greentreefrog,72,65,172,154
corroboree frog 1337.jpg,224,224,corroboreefrog,28,120,143,224
RedEyed479.jpg,224,224,RedEyed,106,29,201,215
RedCrownedToadlet227.jpg,224,224,RedCrownedToadlet,26,44,209,191
gree tree frog 809.jpg,224,224,greentreefrog,40,15,184,173
GoldenPoisonDartFrog695.jpg,224,224,GoldenPoisonDartFrog,107,61,224,223
GBF258.jpg,224,224,GreatBarred,28,36,198,174
GoldenPoisonDartFrog1048.jpg,224,224,GoldenPoisonDartFrog,20,21,168,222
1431.jpg,224,224,bluemoubtauinstreefrog,27,7,211,173
GGBF246.jpg,224,224,GreenAndGoldenBellFrog,13,46,196,186
VietnameseMossy780.jpg,224,224,VietnameseMossy,99,103,224,218
GBF270.jpg,224,224,GreatBarred,19,52,194,208
1419.jpg,224,224,bluemoubtauinstreefrog,10,24,179,212
GoldenPoisonDartFrog1060.jpg,224,224,GoldenPoisonDartFrog,40,33,154,162
RedCrownedToadlet569.jpg,224,224,RedCrownedToadlet,34,15,155,106
RedEyed337.jpg,224,224,RedEyed,5,20,211,216
corroboree frog 1479.jpg,224,224,corroboreefrog,75,122,159,179
"CaneToad2,018.jpg",224,224,CaneToad,47,33,158,142
GGBF508.jpg,224,224,GreenAndGoldenBellFrog,16,24,201,215
RedEyed451.jpg,224,224,RedEyed,105,60,212,120
"CaneToad1,865.jpg",224,224,CaneToad,14,53,213,206
gree tree frog 821.jpg,224,224,greentreefrog,21,7,184,217
GBF516.jpg,224,224,GreatBarred,13,15,212,196
GoldenPoisonDartFrog865.jpg,224,224,GoldenPoisonDartFrog,86,93,170,188
GoldenPoisonDartFrog865.jpg,224,224,GoldenPoisonDartFrog,8,41,78,117
gree tree frog 835.jpg,224,224,greentreefrog,40,35,180,167
BluePoisonDartFrog589.jpg,224,224,BluePoisonDartFrog,46,51,136,191
GBF502.jpg,224,224,GreatBarred,48,47,182,173
GoldenPoisonDartFrog871.jpg,224,224,GoldenPoisonDartFrog,21,42,137,187
gree tree frog 1974.jpg,224,224,greentreefrog,17,24,213,203
"CaneToad1,871.jpg",224,224,CaneToad,46,4,190,209
RedEyed445.jpg,224,224,RedEyed,65,69,137,129
GoldenPoisonDartFrog1074.jpg,224,224,GoldenPoisonDartFrog,63,1,201,184
RedEyed323.jpg,224,224,RedEyed,61,64,195,170
VietnameseMossy794.jpg,224,224,VietnameseMossy,9,22,206,217
BluePoisonDartFrog1141.jpg,224,224,BluePoisonDartFrog,18,35,213,183
corroboree frog 487.jpg,224,224,corroboreefrog,24,26,196,182
GBF264.jpg,224,224,GreatBarred,6,62,212,197
BluePoisonDartFrog204.jpg,224,224,BluePoisonDartFrog,4,74,128,218
RedCrownedToadlet596.jpg,224,224,RedCrownedToadlet,19,1,217,194
gree tree frog 1747.jpg,224,224,greentreefrog,91,47,159,122
1380.jpg,224,224,bluemoubtauinstreefrog,29,64,186,192
614.jpg,224,224,bluemoubtauinstreefrog,51,15,174,162
"CaneToad1,642.jpg",256,256,CaneToad,9,49,256,217
BluePoisonDartFrog562.jpg,224,224,BluePoisonDartFrog,16,43,211,179
GoldenPoisonDartFrog642.jpg,224,224,GoldenPoisonDartFrog,30,27,195,197
gree tree frog 612.jpg,224,224,greentreefrog,13,20,208,221
BluePoisonDartFrog576.jpg,224,224,BluePoisonDartFrog,36,61,155,212
GoldenPoisonDartFrog656.jpg,224,224,GoldenPoisonDartFrog,62,63,189,187
gree tree frog 1753.jpg,224,224,greentreefrog,97,34,187,140
600.jpg,224,224,bluemoubtauinstreefrog,13,113,107,214
1394.jpg,224,224,bluemoubtauinstreefrog,12,63,210,196
"CaneToad1,656.jpg",256,256,CaneToad,60,117,146,177
GGBF285.jpg,224,224,GreenAndGoldenBellFrog,36,63,187,185
RedCrownedToadlet582.jpg,224,224,RedCrownedToadlet,25,14,217,170
gree tree frog 1035.jpg,224,224,greentreefrog,124,41,196,125
BluePoisonDartFrog210.jpg,224,224,BluePoisonDartFrog,47,26,163,185
BluePoisonDartFrog238.jpg,224,224,BluePoisonDartFrog,2,1,222,223
VietnameseMossy743.jpg,224,224,VietnameseMossy,16,13,201,189
BluePoisonDartFrog1196.jpg,224,224,BluePoisonDartFrog,15,31,146,207
corroboree frog 450.jpg,224,224,corroboreefrog,22,26,182,192
corroboree frog 336.jpg,224,224,corroboreefrog,7,6,206,183
RedEyed492.jpg,224,224,RedEyed,59,93,148,199
RedEyed486.jpg,224,224,RedEyed,12,28,213,153
corroboree frog 322.jpg,224,224,corroboreefrog,23,20,161,183
VietnameseMossy757.jpg,224,224,VietnameseMossy,57,44,163,188
RedCrownedToadlet1008.jpg,224,224,RedCrownedToadlet,47,43,159,156
corroboree frog 444.jpg,224,224,corroboreefrog,23,25,206,209
gree tree frog 1009.jpg,224,224,greentreefrog,38,45,185,181
BluePoisonDartFrog511.jpg,224,224,BluePoisonDartFrog,70,22,194,198
GoldenPoisonDartFrog631.jpg,224,224,GoldenPoisonDartFrog,49,37,173,165
gree tree frog 675.jpg,224,224,greentreefrog,39,64,149,166
"CaneToad1,631.jpg",256,256,CaneToad,37,31,232,233
GGBF584.jpg,224,224,GreenAndGoldenBellFrog,1,10,209,127
gree tree frog 1734.jpg,224,224,greentreefrog,25,1,170,210
corroboree frog 1393.jpg,224,224,corroboreefrog,64,1,224,219
RedCrownedToadlet283.jpg,224,224,RedCrownedToadlet,66,59,184,157
667.jpg,224,224,bluemoubtauinstreefrog,1,16,99,179
1495.jpg,224,224,bluemoubtauinstreefrog,39,46,209,191
"CaneToad2,094.jpg",224,224,CaneToad,35,13,214,223
BluePoisonDartFrog277.jpg,224,224,BluePoisonDartFrog,81,50,189,174
VietnameseMossy718.jpg,224,224,VietnameseMossy,3,47,175,198
1481.jpg,224,224,bluemoubtauinstreefrog,36,11,191,212
gree tree frog 1046.jpg,224,224,greentreefrog,30,48,222,150
"CaneToad2,080.jpg",224,224,CaneToad,6,27,224,216
"CaneToad1,625.jpg",256,256,CaneToad,33,30,211,242
GGBF590.jpg,224,224,GreenAndGoldenBellFrog,63,8,158,178
gree tree frog 1720.jpg,224,224,greentreefrog,30,21,200,188
673.jpg,224,224,bluemoubtauinstreefrog,80,50,199,210
BluePoisonDartFrog505.jpg,224,224,BluePoisonDartFrog,104,47,196,189
GoldenPoisonDartFrog625.jpg,224,224,GoldenPoisonDartFrog,5,62,136,215
gree tree frog 661.jpg,224,224,greentreefrog,73,78,186,156
883.jpg,224,224,bluemoubtauinstreefrog,13,1,213,212
gree tree frog 891.jpg,224,224,greentreefrog,9,14,216,210
gree tree frog 649.jpg,224,224,greentreefrog,18,27,178,223
VietnameseMossy730.jpg,224,224,VietnameseMossy,1,93,182,211
corroboree frog 423.jpg,224,224,corroboreefrog,2,10,207,188
RedEyed387.jpg,224,224,RedEyed,1,33,223,219
RedEyed393.jpg,224,224,RedEyed,18,28,150,223
VietnameseMossy724.jpg,224,224,VietnameseMossy,17,22,223,209
corroboree frog 437.jpg,224,224,corroboreefrog,45,78,98,130
corroboree frog 437.jpg,224,224,corroboreefrog,67,125,122,160
corroboree frog 437.jpg,224,224,corroboreefrog,159,27,208,67
GoldenPoisonDartFrog619.jpg,224,224,GoldenPoisonDartFrog,16,41,79,180
GoldenPoisonDartFrog619.jpg,224,224,GoldenPoisonDartFrog,78,54,163,214
BluePoisonDartFrog539.jpg,224,224,BluePoisonDartFrog,63,47,197,204
gree tree frog 885.jpg,224,224,greentreefrog,1,11,171,157
corroboree frog 351.jpg,224,224,corroboreefrog,31,10,158,164
"CaneToad1,619.jpg",256,256,CaneToad,6,50,204,236
corroboree frog 1350.jpg,224,224,corroboreefrog,64,79,145,144
RedCrownedToadlet240.jpg,224,224,RedCrownedToadlet,38,76,176,168
1330.jpg,224,224,bluemoubtauinstreefrog,48,18,178,107
1330.jpg,224,224,bluemoubtauinstreefrog,24,71,190,200
GGBF547.jpg,224,224,GreenAndGoldenBellFrog,10,62,201,196
GBF559.jpg,224,224,GreatBarred,30,1,224,161
"CaneToad2,057.jpg",224,224,CaneToad,2,72,101,143
GGBF221.jpg,224,224,GreenAndGoldenBellFrog,15,21,208,193
RedCrownedToadlet526.jpg,224,224,RedCrownedToadlet,32,40,178,196
1456.jpg,224,224,bluemoubtauinstreefrog,22,22,147,179
gree tree frog 1091.jpg,224,224,greentreefrog,13,17,213,179
RedEyed378.jpg,224,224,RedEyed,4,78,191,195
"CaneToad2,043.jpg",224,224,CaneToad,84,5,209,206
GGBF235.jpg,224,224,GreenAndGoldenBellFrog,28,33,170,174
RedCrownedToadlet532.jpg,224,224,RedCrownedToadlet,37,27,163,185
gree tree frog 1085.jpg,224,224,greentreefrog,22,27,191,193
corroboree frog 1344.jpg,224,224,corroboreefrog,76,65,169,140
RedCrownedToadlet254.jpg,224,224,RedCrownedToadlet,18,41,200,190
1324.jpg,224,224,bluemoubtauinstreefrog,65,30,187,213
868.jpg,224,224,bluemoubtauinstreefrog,30,106,201,192
GGBF553.jpg,224,224,GreenAndGoldenBellFrog,59,41,166,149
GoldenPoisonDartFrog816.jpg,224,224,GoldenPoisonDartFrog,72,46,181,175
GBF565.jpg,224,224,GreatBarred,20,1,193,207
"CaneToad1,816.jpg",224,224,CaneToad,36,67,214,196
RedEyed422.jpg,224,224,RedEyed,111,3,209,196
698.jpg,224,224,bluemoubtauinstreefrog,2,20,189,182
gree tree frog 1913.jpg,224,224,greentreefrog,22,35,166,213
RedEyed344.jpg,224,224,RedEyed,96,51,180,115
GBF203.jpg,224,224,GreatBarred,31,13,184,173
2163.jpg,224,224,bluemoubtauinstreefrog,65,29,148,99
BluePoisonDartFrog288.jpg,224,224,BluePoisonDartFrog,41,33,206,213
BluePoisonDartFrog1126.jpg,224,224,BluePoisonDartFrog,58,63,112,134
BluePoisonDartFrog1126.jpg,224,224,BluePoisonDartFrog,119,73,165,138
GBF217.jpg,224,224,GreatBarred,37,31,207,169
2177.jpg,224,224,bluemoubtauinstreefrog,33,27,209,190
BluePoisonDartFrog1132.jpg,224,224,BluePoisonDartFrog,28,13,203,223
GGBF209.jpg,224,224,GreenAndGoldenBellFrog,21,42,197,186
GoldenPoisonDartFrog1007.jpg,224,224,GoldenPoisonDartFrog,42,69,132,150
RedEyed350.jpg,224,224,RedEyed,77,5,129,222
RedEyed436.jpg,224,224,RedEyed,57,89,188,187
"CaneToad1,802.jpg",224,224,CaneToad,12,48,220,202
corroboree frog 1378.jpg,224,224,corroboreefrog,32,83,189,196
1318.jpg,224,224,bluemoubtauinstreefrog,10,36,188,164
RedCrownedToadlet268.jpg,224,224,RedCrownedToadlet,70,82,168,178
gree tree frog 1907.jpg,224,224,greentreefrog,17,66,168,197
854.jpg,224,224,bluemoubtauinstreefrog,19,21,161,214
GoldenPoisonDartFrog802.jpg,224,224,GoldenPoisonDartFrog,17,54,103,217
GoldenPoisonDartFrog802.jpg,224,224,GoldenPoisonDartFrog,118,33,170,170
corroboree frog 392.jpg,224,224,corroboreefrog,42,100,128,184
gree tree frog 846.jpg,224,224,greentreefrog,47,8,187,218
GBF571.jpg,224,224,GreatBarred,36,3,217,197
GoldenPoisonDartFrog355.jpg,224,224,GoldenPoisonDartFrog,77,29,224,208
"CaneToad1,355.jpg",256,256,CaneToad,3,63,173,242
303.jpg,224,224,bluemoubtauinstreefrog,17,18,143,183
1697.jpg,224,224,bluemoubtauinstreefrog,48,31,199,204
465.jpg,224,224,bluemoubtauinstreefrog,37,25,184,178
gree tree frog 1536.jpg,224,224,greentreefrog,47,4,212,153
GGBF786.jpg,224,224,GreenAndGoldenBellFrog,76,64,167,187
"CaneToad1,433.jpg",224,224,CaneToad,41,2,165,184
RedEyed807.jpg,224,224,RedEyed,47,8,177,216
GBF940.jpg,224,224,GreatBarred,86,52,152,175
VietnameseMossy268.jpg,224,224,VietnameseMossy,14,29,171,206
GBF798.jpg,224,224,GreatBarred,70,76,164,162
GoldenPoisonDartFrog433.jpg,224,224,GoldenPoisonDartFrog,18,30,163,185
BluePoisonDartFrog713.jpg,224,224,BluePoisonDartFrog,52,108,144,188
GBF954.jpg,224,224,GreatBarred,46,3,211,192
gree tree frog 463.jpg,224,224,greentreefrog,6,44,197,164
GoldenPoisonDartFrog427.jpg,224,224,GoldenPoisonDartFrog,45,16,175,195
BluePoisonDartFrog707.jpg,224,224,BluePoisonDartFrog,38,46,164,180
gree tree frog 1522.jpg,224,224,greentreefrog,18,9,224,223
GGBF792.jpg,224,224,GreenAndGoldenBellFrog,51,67,177,152
"CaneToad1,427.jpg",224,224,CaneToad,1,1,224,220
"CaneToad1,341.jpg",256,256,CaneToad,64,41,205,207
gree tree frog 1244.jpg,224,224,greentreefrog,1,1,216,203
1683.jpg,224,224,bluemoubtauinstreefrog,47,31,224,173
317.jpg,224,224,bluemoubtauinstreefrog,20,72,161,200
GoldenPoisonDartFrog341.jpg,224,224,GoldenPoisonDartFrog,37,21,183,193
gree tree frog 305.jpg,224,224,greentreefrog,18,26,222,205
corroboree frog 609.jpg,224,224,corroboreefrog,25,81,97,165
corroboree frog 609.jpg,224,224,corroboreefrog,97,36,185,114
corroboree frog 609.jpg,224,224,corroboreefrog,125,106,199,201
corroboree frog 1813.jpg,224,224,corroboreefrog,12,20,196,216
"CaneToad1,369.jpg",224,224,CaneToad,4,43,216,204
RedCrownedToadlet903.jpg,224,224,RedCrownedToadlet,77,76,155,172
GoldenPoisonDartFrog369.jpg,224,224,GoldenPoisonDartFrog,66,53,201,222
corroboree frog 621.jpg,224,224,corroboreefrog,20,44,120,127
VietnameseMossy532.jpg,224,224,VietnameseMossy,11,48,93,102
VietnameseMossy254.jpg,224,224,VietnameseMossy,20,56,173,200
BluePoisonDartFrog1481.jpg,224,224,BluePoisonDartFrog,57,52,188,183
459.jpg,224,224,bluemoubtauinstreefrog,62,54,175,160
VietnameseMossy240.jpg,224,224,VietnameseMossy,15,53,179,216
GBF968.jpg,224,224,GreatBarred,18,62,166,207
BluePoisonDartFrog1495.jpg,224,224,BluePoisonDartFrog,11,2,98,108
gree tree frog 339.jpg,224,224,greentreefrog,10,1,210,220
procVietnameseMossy949.jpg,224,224,VietnameseMossy,5,47,178,221
VietnameseMossy526.jpg,224,224,VietnameseMossy,22,70,107,166
corroboree frog 1807.jpg,224,224,corroboreefrog,66,34,132,134
RedCrownedToadlet917.jpg,224,224,RedCrownedToadlet,38,48,188,158
1867.jpg,224,224,bluemoubtauinstreefrog,15,86,206,185
gree tree frog 1278.jpg,224,224,greentreefrog,83,28,191,182
corroboree frog 1634.jpg,224,224,corroboreefrog,68,55,201,174
gree tree frog 1293.jpg,224,224,greentreefrog,108,26,223,132
1654.jpg,224,224,bluemoubtauinstreefrog,19,1,187,193
RedCrownedToadlet724.jpg,224,224,RedCrownedToadlet,59,20,212,150
"CaneToad1,396.jpg",224,224,CaneToad,109,56,224,218
BluePoisonDartFrog1318.jpg,224,224,BluePoisonDartFrog,13,45,191,188
GoldenPoisonDartFrog396.jpg,224,224,GoldenPoisonDartFrog,111,50,189,94
corroboree frog 806.jpg,224,224,corroboreefrog,63,47,224,179
GBF983.jpg,224,224,GreatBarred,26,26,201,183
